"765-26-6951","A","Yangon","Normal","Male","Sports and travel",72.61,6,21.78,457.44,"2019-01-01","2025-03-16 10:39:00","Credit card",435.66,4.7619047,21.78,6.9
"765-26-6951","A","Yangon","Normal","Male","Sports and travel",72.61,6,21.78,457.44,"2019-01-01","2025-03-16 10:39:00","Credit card",435.66,4.7619047,21.78,6.9
"765-26-6951","A","Yangon","Normal","Male","Sports and travel",72.61,6,21.78,457.44,"2019-01-01","2025-03-16 10:39:00","Credit card",435.66,4.7619047,21.78,6.9
"765-26-6951","A","Yangon","Normal","Male","Sports and travel",72.61,6,21.78,457.44,"2019-01-01","2025-03-16 10:39:00","Credit card",435.66,4.7619047,21.78,6.9
"765-26-6951","A","Yangon","Normal","Male","Sports and travel",72.61,6,21.78,457.44,"2019-01-01","2025-03-16 10:39:00","Credit card",435.66,4.7619047,21.78,6.9
"765-26-6951","A","Yangon","Normal","Male","Sports and travel",72.61,6,21.78,457.44,"2019-01-01","2025-03-16 10:39:00","Credit card",435.66,4.7619047,21.78,6.9
"746-04-1077","B","Mandalay","Member","Female","Food and beverages",84.63,10,42.31,888.61,"2019-01-01","2025-03-16 11:36:00","Credit card",846.3,4.7619047,42.31,9
"746-04-1077","B","Mandalay","Member","Female","Food and beverages",84.63,10,42.31,888.61,"2019-01-01","2025-03-16 11:36:00","Credit card",846.3,4.7619047,42.31,9
"746-04-1077","B","Mandalay","Member","Female","Food and beverages",84.63,10,42.31,888.61,"2019-01-01","2025-03-16 11:36:00","Credit card",846.3,4.7619047,42.31,9
"746-04-1077","B","Mandalay","Member","Female","Food and beverages",84.63,10,42.31,888.61,"2019-01-01","2025-03-16 11:36:00","Credit card",846.3,4.7619047,42.31,9
"746-04-1077","B","Mandalay","Member","Female","Food and beverages",84.63,10,42.31,888.61,"2019-01-01","2025-03-16 11:36:00","Credit card",846.3,4.7619047,42.31,9
"746-04-1077","B","Mandalay","Member","Female","Food and beverages",84.63,10,42.31,888.61,"2019-01-01","2025-03-16 11:36:00","Credit card",846.3,4.7619047,42.31,9
"271-77-8740","C","Naypyitaw","Member","Female","Sports and travel",29.22,6,8.76,184.08,"2019-01-01","2025-03-16 11:40:00","Ewallet",175.32,4.7619047,8.76,5
"271-77-8740","C","Naypyitaw","Member","Female","Sports and travel",29.22,6,8.76,184.08,"2019-01-01","2025-03-16 11:40:00","Ewallet",175.32,4.7619047,8.76,5
"271-77-8740","C","Naypyitaw","Member","Female","Sports and travel",29.22,6,8.76,184.08,"2019-01-01","2025-03-16 11:40:00","Ewallet",175.32,4.7619047,8.76,5
"271-77-8740","C","Naypyitaw","Member","Female","Sports and travel",29.22,6,8.76,184.08,"2019-01-01","2025-03-16 11:40:00","Ewallet",175.32,4.7619047,8.76,5
"271-77-8740","C","Naypyitaw","Member","Female","Sports and travel",29.22,6,8.76,184.08,"2019-01-01","2025-03-16 11:40:00","Ewallet",175.32,4.7619047,8.76,5
"271-77-8740","C","Naypyitaw","Member","Female","Sports and travel",29.22,6,8.76,184.08,"2019-01-01","2025-03-16 11:40:00","Ewallet",175.32,4.7619047,8.76,5
"133-14-7229","C","Naypyitaw","Normal","Male","Health and beauty",62.87,2,6.28,132.02,"2019-01-01","2025-03-16 11:43:00","Cash",125.74,4.7619047,6.28,5
"133-14-7229","C","Naypyitaw","Normal","Male","Health and beauty",62.87,2,6.28,132.02,"2019-01-01","2025-03-16 11:43:00","Cash",125.74,4.7619047,6.28,5
"133-14-7229","C","Naypyitaw","Normal","Male","Health and beauty",62.87,2,6.28,132.02,"2019-01-01","2025-03-16 11:43:00","Cash",125.74,4.7619047,6.28,5
"133-14-7229","C","Naypyitaw","Normal","Male","Health and beauty",62.87,2,6.28,132.02,"2019-01-01","2025-03-16 11:43:00","Cash",125.74,4.7619047,6.28,5
"133-14-7229","C","Naypyitaw","Normal","Male","Health and beauty",62.87,2,6.28,132.02,"2019-01-01","2025-03-16 11:43:00","Cash",125.74,4.7619047,6.28,5
"133-14-7229","C","Naypyitaw","Normal","Male","Health and beauty",62.87,2,6.28,132.02,"2019-01-01","2025-03-16 11:43:00","Cash",125.74,4.7619047,6.28,5
"651-88-7328","A","Yangon","Normal","Female","Fashion accessories",65.74,9,29.58,621.24,"2019-01-01","2025-03-16 13:55:00","Cash",591.66,4.7619047,29.58,7.7
"651-88-7328","A","Yangon","Normal","Female","Fashion accessories",65.74,9,29.58,621.24,"2019-01-01","2025-03-16 13:55:00","Cash",591.66,4.7619047,29.58,7.7
"651-88-7328","A","Yangon","Normal","Female","Fashion accessories",65.74,9,29.58,621.24,"2019-01-01","2025-03-16 13:55:00","Cash",591.66,4.7619047,29.58,7.7
"651-88-7328","A","Yangon","Normal","Female","Fashion accessories",65.74,9,29.58,621.24,"2019-01-01","2025-03-16 13:55:00","Cash",591.66,4.7619047,29.58,7.7
"651-88-7328","A","Yangon","Normal","Female","Fashion accessories",65.74,9,29.58,621.24,"2019-01-01","2025-03-16 13:55:00","Cash",591.66,4.7619047,29.58,7.7
"651-88-7328","A","Yangon","Normal","Female","Fashion accessories",65.74,9,29.58,621.24,"2019-01-01","2025-03-16 13:55:00","Cash",591.66,4.7619047,29.58,7.7
"416-17-9926","A","Yangon","Member","Female","Electronic accessories",74.22,10,37.11,779.31,"2019-01-01","2025-03-16 14:42:00","Credit card",742.2,4.7619047,37.11,4.3
"416-17-9926","A","Yangon","Member","Female","Electronic accessories",74.22,10,37.11,779.31,"2019-01-01","2025-03-16 14:42:00","Credit card",742.2,4.7619047,37.11,4.3
"416-17-9926","A","Yangon","Member","Female","Electronic accessories",74.22,10,37.11,779.31,"2019-01-01","2025-03-16 14:42:00","Credit card",742.2,4.7619047,37.11,4.3
"416-17-9926","A","Yangon","Member","Female","Electronic accessories",74.22,10,37.11,779.31,"2019-01-01","2025-03-16 14:42:00","Credit card",742.2,4.7619047,37.11,4.3
"416-17-9926","A","Yangon","Member","Female","Electronic accessories",74.22,10,37.11,779.31,"2019-01-01","2025-03-16 14:42:00","Credit card",742.2,4.7619047,37.11,4.3
"416-17-9926","A","Yangon","Member","Female","Electronic accessories",74.22,10,37.11,779.31,"2019-01-01","2025-03-16 14:42:00","Credit card",742.2,4.7619047,37.11,4.3
"530-90-9855","A","Yangon","Member","Male","Home and lifestyle",47.59,8,19.03,399.75,"2019-01-01","2025-03-16 14:47:00","Cash",380.72,4.7619047,19.03,5.7
"530-90-9855","A","Yangon","Member","Male","Home and lifestyle",47.59,8,19.03,399.75,"2019-01-01","2025-03-16 14:47:00","Cash",380.72,4.7619047,19.03,5.7
"530-90-9855","A","Yangon","Member","Male","Home and lifestyle",47.59,8,19.03,399.75,"2019-01-01","2025-03-16 14:47:00","Cash",380.72,4.7619047,19.03,5.7
"530-90-9855","A","Yangon","Member","Male","Home and lifestyle",47.59,8,19.03,399.75,"2019-01-01","2025-03-16 14:47:00","Cash",380.72,4.7619047,19.03,5.7
"530-90-9855","A","Yangon","Member","Male","Home and lifestyle",47.59,8,19.03,399.75,"2019-01-01","2025-03-16 14:47:00","Cash",380.72,4.7619047,19.03,5.7
"530-90-9855","A","Yangon","Member","Male","Home and lifestyle",47.59,8,19.03,399.75,"2019-01-01","2025-03-16 14:47:00","Cash",380.72,4.7619047,19.03,5.7
"556-97-7101","C","Naypyitaw","Normal","Female","Electronic accessories",63.22,2,6.32,132.76,"2019-01-01","2025-03-16 15:51:00","Cash",126.44,4.7619047,6.32,8.5
"556-97-7101","C","Naypyitaw","Normal","Female","Electronic accessories",63.22,2,6.32,132.76,"2019-01-01","2025-03-16 15:51:00","Cash",126.44,4.7619047,6.32,8.5
"556-97-7101","C","Naypyitaw","Normal","Female","Electronic accessories",63.22,2,6.32,132.76,"2019-01-01","2025-03-16 15:51:00","Cash",126.44,4.7619047,6.32,8.5
"556-97-7101","C","Naypyitaw","Normal","Female","Electronic accessories",63.22,2,6.32,132.76,"2019-01-01","2025-03-16 15:51:00","Cash",126.44,4.7619047,6.32,8.5
"556-97-7101","C","Naypyitaw","Normal","Female","Electronic accessories",63.22,2,6.32,132.76,"2019-01-01","2025-03-16 15:51:00","Cash",126.44,4.7619047,6.32,8.5
"556-97-7101","C","Naypyitaw","Normal","Female","Electronic accessories",63.22,2,6.32,132.76,"2019-01-01","2025-03-16 15:51:00","Cash",126.44,4.7619047,6.32,8.5
"891-01-7034","B","Mandalay","Normal","Female","Electronic accessories",74.71,6,22.41,470.67,"2019-01-01","2025-03-16 19:07:00","Cash",448.26,4.7619047,22.41,6.7
"891-01-7034","B","Mandalay","Normal","Female","Electronic accessories",74.71,6,22.41,470.67,"2019-01-01","2025-03-16 19:07:00","Cash",448.26,4.7619047,22.41,6.7
"891-01-7034","B","Mandalay","Normal","Female","Electronic accessories",74.71,6,22.41,470.67,"2019-01-01","2025-03-16 19:07:00","Cash",448.26,4.7619047,22.41,6.7
"891-01-7034","B","Mandalay","Normal","Female","Electronic accessories",74.71,6,22.41,470.67,"2019-01-01","2025-03-16 19:07:00","Cash",448.26,4.7619047,22.41,6.7
"891-01-7034","B","Mandalay","Normal","Female","Electronic accessories",74.71,6,22.41,470.67,"2019-01-01","2025-03-16 19:07:00","Cash",448.26,4.7619047,22.41,6.7
"891-01-7034","B","Mandalay","Normal","Female","Electronic accessories",74.71,6,22.41,470.67,"2019-01-01","2025-03-16 19:07:00","Cash",448.26,4.7619047,22.41,6.7
"770-42-8960","B","Mandalay","Normal","Male","Food and beverages",21.12,8,8.44,177.4,"2019-01-01","2025-03-16 19:31:00","Cash",168.96,4.7619047,8.44,6.3
"770-42-8960","B","Mandalay","Normal","Male","Food and beverages",21.12,8,8.44,177.4,"2019-01-01","2025-03-16 19:31:00","Cash",168.96,4.7619047,8.44,6.3
"770-42-8960","B","Mandalay","Normal","Male","Food and beverages",21.12,8,8.44,177.4,"2019-01-01","2025-03-16 19:31:00","Cash",168.96,4.7619047,8.44,6.3
"770-42-8960","B","Mandalay","Normal","Male","Food and beverages",21.12,8,8.44,177.4,"2019-01-01","2025-03-16 19:31:00","Cash",168.96,4.7619047,8.44,6.3
"770-42-8960","B","Mandalay","Normal","Male","Food and beverages",21.12,8,8.44,177.4,"2019-01-01","2025-03-16 19:31:00","Cash",168.96,4.7619047,8.44,6.3
"770-42-8960","B","Mandalay","Normal","Male","Food and beverages",21.12,8,8.44,177.4,"2019-01-01","2025-03-16 19:31:00","Cash",168.96,4.7619047,8.44,6.3
"493-65-6248","C","Naypyitaw","Member","Female","Sports and travel",36.98,10,18.49,388.29,"2019-01-01","2025-03-16 19:48:00","Credit card",369.8,4.7619047,18.49,7
"493-65-6248","C","Naypyitaw","Member","Female","Sports and travel",36.98,10,18.49,388.29,"2019-01-01","2025-03-16 19:48:00","Credit card",369.8,4.7619047,18.49,7
"493-65-6248","C","Naypyitaw","Member","Female","Sports and travel",36.98,10,18.49,388.29,"2019-01-01","2025-03-16 19:48:00","Credit card",369.8,4.7619047,18.49,7
"493-65-6248","C","Naypyitaw","Member","Female","Sports and travel",36.98,10,18.49,388.29,"2019-01-01","2025-03-16 19:48:00","Credit card",369.8,4.7619047,18.49,7
"493-65-6248","C","Naypyitaw","Member","Female","Sports and travel",36.98,10,18.49,388.29,"2019-01-01","2025-03-16 19:48:00","Credit card",369.8,4.7619047,18.49,7
"493-65-6248","C","Naypyitaw","Member","Female","Sports and travel",36.98,10,18.49,388.29,"2019-01-01","2025-03-16 19:48:00","Credit card",369.8,4.7619047,18.49,7
"182-52-7000","A","Yangon","Member","Female","Sports and travel",27.04,4,5.4,113.56,"2019-01-01","2025-03-16 20:26:00","Ewallet",108.16,4.7619047,5.4,6.9
"182-52-7000","A","Yangon","Member","Female","Sports and travel",27.04,4,5.4,113.56,"2019-01-01","2025-03-16 20:26:00","Ewallet",108.16,4.7619047,5.4,6.9
"182-52-7000","A","Yangon","Member","Female","Sports and travel",27.04,4,5.4,113.56,"2019-01-01","2025-03-16 20:26:00","Ewallet",108.16,4.7619047,5.4,6.9
"182-52-7000","A","Yangon","Member","Female","Sports and travel",27.04,4,5.4,113.56,"2019-01-01","2025-03-16 20:26:00","Ewallet",108.16,4.7619047,5.4,6.9
"182-52-7000","A","Yangon","Member","Female","Sports and travel",27.04,4,5.4,113.56,"2019-01-01","2025-03-16 20:26:00","Ewallet",108.16,4.7619047,5.4,6.9
"182-52-7000","A","Yangon","Member","Female","Sports and travel",27.04,4,5.4,113.56,"2019-01-01","2025-03-16 20:26:00","Ewallet",108.16,4.7619047,5.4,6.9
"765-26-6951","A","Yangon","Normal","Male","Sports and travel",72.61,6,21.78,457.44,"2019-01-01","2025-03-22 10:39:00","Credit card",435.66,4.7619047,21.78,6.9
"765-26-6951","A","Yangon","Normal","Male","Sports and travel",72.61,6,21.78,457.44,"2019-01-01","2025-03-22 10:39:00","Credit card",435.66,4.7619047,21.78,6.9
"746-04-1077","B","Mandalay","Member","Female","Food and beverages",84.63,10,42.31,888.61,"2019-01-01","2025-03-22 11:36:00","Credit card",846.3,4.7619047,42.31,9
"746-04-1077","B","Mandalay","Member","Female","Food and beverages",84.63,10,42.31,888.61,"2019-01-01","2025-03-22 11:36:00","Credit card",846.3,4.7619047,42.31,9
"271-77-8740","C","Naypyitaw","Member","Female","Sports and travel",29.22,6,8.76,184.08,"2019-01-01","2025-03-22 11:40:00","Ewallet",175.32,4.7619047,8.76,5
"271-77-8740","C","Naypyitaw","Member","Female","Sports and travel",29.22,6,8.76,184.08,"2019-01-01","2025-03-22 11:40:00","Ewallet",175.32,4.7619047,8.76,5
"133-14-7229","C","Naypyitaw","Normal","Male","Health and beauty",62.87,2,6.28,132.02,"2019-01-01","2025-03-22 11:43:00","Cash",125.74,4.7619047,6.28,5
"133-14-7229","C","Naypyitaw","Normal","Male","Health and beauty",62.87,2,6.28,132.02,"2019-01-01","2025-03-22 11:43:00","Cash",125.74,4.7619047,6.28,5
"651-88-7328","A","Yangon","Normal","Female","Fashion accessories",65.74,9,29.58,621.24,"2019-01-01","2025-03-22 13:55:00","Cash",591.66,4.7619047,29.58,7.7
"651-88-7328","A","Yangon","Normal","Female","Fashion accessories",65.74,9,29.58,621.24,"2019-01-01","2025-03-22 13:55:00","Cash",591.66,4.7619047,29.58,7.7
"416-17-9926","A","Yangon","Member","Female","Electronic accessories",74.22,10,37.11,779.31,"2019-01-01","2025-03-22 14:42:00","Credit card",742.2,4.7619047,37.11,4.3
"416-17-9926","A","Yangon","Member","Female","Electronic accessories",74.22,10,37.11,779.31,"2019-01-01","2025-03-22 14:42:00","Credit card",742.2,4.7619047,37.11,4.3
"530-90-9855","A","Yangon","Member","Male","Home and lifestyle",47.59,8,19.03,399.75,"2019-01-01","2025-03-22 14:47:00","Cash",380.72,4.7619047,19.03,5.7
"530-90-9855","A","Yangon","Member","Male","Home and lifestyle",47.59,8,19.03,399.75,"2019-01-01","2025-03-22 14:47:00","Cash",380.72,4.7619047,19.03,5.7
"556-97-7101","C","Naypyitaw","Normal","Female","Electronic accessories",63.22,2,6.32,132.76,"2019-01-01","2025-03-22 15:51:00","Cash",126.44,4.7619047,6.32,8.5
"556-97-7101","C","Naypyitaw","Normal","Female","Electronic accessories",63.22,2,6.32,132.76,"2019-01-01","2025-03-22 15:51:00","Cash",126.44,4.7619047,6.32,8.5
